snapshot_id,snapshot_timestamp_utc,station_id,station_sequence,upstream_station,downstream_station,takt_time,standard_cycle_time,station_capacity,configuration_status
MS000280,2026-08-26 04:23:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000281,2026-08-26 04:23:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000282,2026-08-26 04:23:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000283,2026-08-26 04:23:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000284,2026-08-26 04:23:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000285,2026-08-26 04:23:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000286,2026-08-26 04:23:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000287,2026-08-26 04:23:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000288,2026-08-26 04:23:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000289,2026-08-26 04:24:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000290,2026-08-26 04:24:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000291,2026-08-26 04:24:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000292,2026-08-26 04:24:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000293,2026-08-26 04:24:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000294,2026-08-26 04:24:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000295,2026-08-26 04:24:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000296,2026-08-26 04:24:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000297,2026-08-26 04:24:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000298,2026-08-26 04:24:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000299,2026-08-26 04:24:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000300,2026-08-26 04:24:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000301,2026-08-26 04:25:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000302,2026-08-26 04:25:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000303,2026-08-26 04:25:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000304,2026-08-26 04:25:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000305,2026-08-26 04:25:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000306,2026-08-26 04:25:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000307,2026-08-26 04:25:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000308,2026-08-26 04:25:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000309,2026-08-26 04:25:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000310,2026-08-26 04:25:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000311,2026-08-26 04:25:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000312,2026-08-26 04:25:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000313,2026-08-26 04:26:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000314,2026-08-26 04:26:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000315,2026-08-26 04:26:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000316,2026-08-26 04:26:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000317,2026-08-26 04:26:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000318,2026-08-26 04:26:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000319,2026-08-26 04:26:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000320,2026-08-26 04:26:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000321,2026-08-26 04:26:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000322,2026-08-26 04:26:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000323,2026-08-26 04:26:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000324,2026-08-26 04:26:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000325,2026-08-26 04:27:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000326,2026-08-26 04:27:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000327,2026-08-26 04:27:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000328,2026-08-26 04:27:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000329,2026-08-26 04:27:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000330,2026-08-26 04:27:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000331,2026-08-26 04:27:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000332,2026-08-26 04:27:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000333,2026-08-26 04:27:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000334,2026-08-26 04:27:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000335,2026-08-26 04:27:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000336,2026-08-26 04:27:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000337,2026-08-26 04:28:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000338,2026-08-26 04:28:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000339,2026-08-26 04:28:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000340,2026-08-26 04:28:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000341,2026-08-26 04:28:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000342,2026-08-26 04:28:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000343,2026-08-26 04:28:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000344,2026-08-26 04:28:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000345,2026-08-26 04:28:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000346,2026-08-26 04:28:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000347,2026-08-26 04:28:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000348,2026-08-26 04:28:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000349,2026-08-26 04:29:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000350,2026-08-26 04:29:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000351,2026-08-26 04:29:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000352,2026-08-26 04:29:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000353,2026-08-26 04:29:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000354,2026-08-26 04:29:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000355,2026-08-26 04:29:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000356,2026-08-26 04:29:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000357,2026-08-26 04:29:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000358,2026-08-26 04:29:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000359,2026-08-26 04:29:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000360,2026-08-26 04:29:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000361,2026-08-26 04:30:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000362,2026-08-26 04:30:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000363,2026-08-26 04:30:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000364,2026-08-26 04:30:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000365,2026-08-26 04:30:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000366,2026-08-26 04:30:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000367,2026-08-26 04:30:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000368,2026-08-26 04:30:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000369,2026-08-26 04:30:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000370,2026-08-26 04:30:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000371,2026-08-26 04:30:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000372,2026-08-26 04:30:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000373,2026-08-26 04:31:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000374,2026-08-26 04:31:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000375,2026-08-26 04:31:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000376,2026-08-26 04:31:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000377,2026-08-26 04:31:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000378,2026-08-26 04:31:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000379,2026-08-26 04:31:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000380,2026-08-26 04:31:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000381,2026-08-26 04:31:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000382,2026-08-26 04:31:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000383,2026-08-26 04:31:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000384,2026-08-26 04:31:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000385,2026-08-26 04:32:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000386,2026-08-26 04:32:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000387,2026-08-26 04:32:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000388,2026-08-26 04:32:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000389,2026-08-26 04:32:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000390,2026-08-26 04:32:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000391,2026-08-26 04:32:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000392,2026-08-26 04:32:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000393,2026-08-26 04:32:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000394,2026-08-26 04:32:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000395,2026-08-26 04:32:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000396,2026-08-26 04:32:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000397,2026-08-26 04:33:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000398,2026-08-26 04:33:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000399,2026-08-26 04:33:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000400,2026-08-26 04:33:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000401,2026-08-26 04:33:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000402,2026-08-26 04:33:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000403,2026-08-26 04:33:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000404,2026-08-26 04:33:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000405,2026-08-26 04:33:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000406,2026-08-26 04:33:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000407,2026-08-26 04:33:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000408,2026-08-26 04:33:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000409,2026-08-26 04:34:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000410,2026-08-26 04:34:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000411,2026-08-26 04:34:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000412,2026-08-26 04:34:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000413,2026-08-26 04:34:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000414,2026-08-26 04:34:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000415,2026-08-26 04:34:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000416,2026-08-26 04:34:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000417,2026-08-26 04:34:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000418,2026-08-26 04:34:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000419,2026-08-26 04:34:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000420,2026-08-26 04:34:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000421,2026-08-26 04:35:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000422,2026-08-26 04:35:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000423,2026-08-26 04:35:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000424,2026-08-26 04:35:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000425,2026-08-26 04:35:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000426,2026-08-26 04:35:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000427,2026-08-26 04:35:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000428,2026-08-26 04:35:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000429,2026-08-26 04:35:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000430,2026-08-26 04:35:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000431,2026-08-26 04:35:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000432,2026-08-26 04:35:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000433,2026-08-26 04:36:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000434,2026-08-26 04:36:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000435,2026-08-26 04:36:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000436,2026-08-26 04:36:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000437,2026-08-26 04:36:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000438,2026-08-26 04:36:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000439,2026-08-26 04:36:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000440,2026-08-26 04:36:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000441,2026-08-26 04:36:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000442,2026-08-26 04:36:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000443,2026-08-26 04:36:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000444,2026-08-26 04:36:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000445,2026-08-26 04:37:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000446,2026-08-26 04:37:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000447,2026-08-26 04:37:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000448,2026-08-26 04:37:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000449,2026-08-26 04:37:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000450,2026-08-26 04:37:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000451,2026-08-26 04:37:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000452,2026-08-26 04:37:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000453,2026-08-26 04:37:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000454,2026-08-26 04:37:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000455,2026-08-26 04:37:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000456,2026-08-26 04:37:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000457,2026-08-26 04:38:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000458,2026-08-26 04:38:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000459,2026-08-26 04:38:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000460,2026-08-26 04:38:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000461,2026-08-26 04:38:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000462,2026-08-26 04:38:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000463,2026-08-26 04:38:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000464,2026-08-26 04:38:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000465,2026-08-26 04:38:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000466,2026-08-26 04:38:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000467,2026-08-26 04:38:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000468,2026-08-26 04:38:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000469,2026-08-26 04:39:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000470,2026-08-26 04:39:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000471,2026-08-26 04:39:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000472,2026-08-26 04:39:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000473,2026-08-26 04:39:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000474,2026-08-26 04:39:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000475,2026-08-26 04:39:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000476,2026-08-26 04:39:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000477,2026-08-26 04:39:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000478,2026-08-26 04:39:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000479,2026-08-26 04:39:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000480,2026-08-26 04:39:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000481,2026-08-26 04:40:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000482,2026-08-26 04:40:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000483,2026-08-26 04:40:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000484,2026-08-26 04:40:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000485,2026-08-26 04:40:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000486,2026-08-26 04:40:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000487,2026-08-26 04:40:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000488,2026-08-26 04:40:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000489,2026-08-26 04:40:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000490,2026-08-26 04:40:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000491,2026-08-26 04:40:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000492,2026-08-26 04:40:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000493,2026-08-26 04:41:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000494,2026-08-26 04:41:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000495,2026-08-26 04:41:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000496,2026-08-26 04:41:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000497,2026-08-26 04:41:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000498,2026-08-26 04:41:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000499,2026-08-26 04:41:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000500,2026-08-26 04:41:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000501,2026-08-26 04:41:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000502,2026-08-26 04:41:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000503,2026-08-26 04:41:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000504,2026-08-26 04:41:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000505,2026-08-26 04:42:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000506,2026-08-26 04:42:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000507,2026-08-26 04:42:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000508,2026-08-26 04:42:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000509,2026-08-26 04:42:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000510,2026-08-26 04:42:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000511,2026-08-26 04:42:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000512,2026-08-26 04:42:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000513,2026-08-26 04:42:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000514,2026-08-26 04:42:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000515,2026-08-26 04:42:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000516,2026-08-26 04:42:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000517,2026-08-26 04:43:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000518,2026-08-26 04:43:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000519,2026-08-26 04:43:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000520,2026-08-26 04:43:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000521,2026-08-26 04:43:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000522,2026-08-26 04:43:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000523,2026-08-26 04:43:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000524,2026-08-26 04:43:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000525,2026-08-26 04:43:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000526,2026-08-26 04:43:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000527,2026-08-26 04:43:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000528,2026-08-26 04:43:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000529,2026-08-26 04:44:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000530,2026-08-26 04:44:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000531,2026-08-26 04:44:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000532,2026-08-26 04:44:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000533,2026-08-26 04:44:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000534,2026-08-26 04:44:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000535,2026-08-26 04:44:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000536,2026-08-26 04:44:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000537,2026-08-26 04:44:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000538,2026-08-26 04:44:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000539,2026-08-26 04:44:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000540,2026-08-26 04:44:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000541,2026-08-26 04:45:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000542,2026-08-26 04:45:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000543,2026-08-26 04:45:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000544,2026-08-26 04:45:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000545,2026-08-26 04:45:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000546,2026-08-26 04:45:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000547,2026-08-26 04:45:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS000548,2026-08-26 04:45:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS000549,2026-08-26 04:45:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS000550,2026-08-26 04:45:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS000551,2026-08-26 04:45:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS000552,2026-08-26 04:45:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS000553,2026-08-26 04:46:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS000554,2026-08-26 04:46:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS000555,2026-08-26 04:46:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS000556,2026-08-26 04:46:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS000557,2026-08-26 04:46:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS000558,2026-08-26 04:46:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS000559,2026-08-26 04:46:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
